"gene_id","GEL_AT_immature_top_leaf_R1","GEL_AU_immature_top_leaf_R2","GEL_AV_immature_top_leaf_R3","GEL_AW_mature_middle_leaf_R1","GEL_AX_mature_middle_leaf_R2","GEL_AY_mature_middle_leaf_R3","GEL_AZ_mature_bottom_leaf_R1","GEL_BA_mature_bottom_leaf_R2","GEL_BB_mature_bottom_leaf_R3","GEL_BC_immature_top_stem_R1","GEL_BD_immature_top_stem_R2","GEL_BE_immature_top_stem_R3","GEL_BI_primary_root_R1","GEL_BJ_primary_root_R2","GEL_BK_primary_root_R3","GEL_BL_secondary_root_R1","GEL_BM_secondary_root_R2","GEL_BN_secondary_root_R3"
"Gelse.v1.S171200.1",9.58362,12.5603,7.14713,10.6433,18.6826,26.5283,4.38536,3.13891,3.63352,3.86931,0.478308,4.87781,2.78161,11.3402,3.19255,1.89843,6.287,2.25757
"Gelse.v1.S138310.1",0,1.02087,0,0,0,0,0,0,0,0,0,0,0,0,0.540129,0,0.822979,0
"Gelse.v1.S216790.1",48.7941,28.5322,52.7509,39.3091,45.6769,47.4757,44.7154,37.984,46.2186,55.3174,55.8757,41.1231,66.1782,64.8206,50.1626,59.52,79.2987,65.7273
"Gelse.v1.S061020.1",3.66248,1.52463,3.97873,1.94029,1.7731,2.21825,3.14393,2.56875,1.81078,16.5455,13.0027,12.7249,57.2654,38.7104,44.1983,57.2871,65.414,57.1363
"Gelse.v1.S259550.1",20.2267,14.7295,28.1752,37.2654,85.2154,38.7252,42.7953,31.6967,47.0323,20.627,27.3343,24.8596,26.9009,42.4127,14.0627,17.7971,30.4548,22.8023
"Gelse.v1.S014910.2",11.918,1.97354,3.89391,20.9285,6.40111,7.49033,13.9062,3.66481,13.6574,12.9888,2.72925,9.81066,17.8039,5.31042,6.2275,14.2211,7.24067,6.63226
"Gelse.v1.S142180.1",16.0537,9.48506,10.4113,29.997,30.8898,34.2876,47.9152,42.3471,35.4138,2.8988,4.27312,5.72091,18.5862,17.7392,26.654,12.6681,23.2075,20.2819
"Gelse.v1.S164230.1",22.3712,8.25909,20.9987,14.6683,15.6237,18.5004,16.9402,20.0907,20.2814,20.3894,24.3504,13.8679,11.1719,13.4511,9.05787,11.6783,12.8816,11.3839
"Gelse.v1.S149390.1",4.39421,1.87871,4.17007,3.72341,2.92418,2.00167,4.40022,5.43299,3.73886,4.5771,4.52621,8.60817,5.51465,4.95571,6.4989,5.42394,6.07476,5.05322
"Gelse.v1.S017030.1",0,0,0,0,0,0,0,0,0,0,0,0,3.06645,2.41828,1.87788,2.22772,2.00831,2.16323
"Gelse.v1.S104730.1",2.18833,2.97726,1.94856,2.70398,4.47156,3.90467,0.519204,0.103895,0.247126,0.235129,0.404643,0.189637,0.344361,0.954246,0.201185,0.0737341,0.432009,0.147983
"Gelse.v1.S130920.1",23.8343,9.1458,27.7738,10.7171,9.79228,11.839,9.61246,8.04573,7.9644,33.1466,36.9502,27.3282,24.2044,20.795,14.1172,24.0508,22.9074,21.5342
"Gelse.v1.S258000.1",4.30574,3.49654,2.98895,3.0982,0.225043,0.0322635,0.0352468,0,0,17.643,0.698547,3.09181,46.1588,15.3638,12.3173,31.1417,7.39516,8.33949
"Gelse.v1.S076850.1",17.7608,14.2985,18.5542,18.4962,15.9711,17.9489,15.3555,17.9583,15.3955,18.4187,22.6517,17.7002,20.4182,18.3907,16.7691,20.9544,22.794,22.7014
"Gelse.v1.S244290.1",0.616998,0.203066,0.565892,0.239993,0.258531,0.360021,0.0685316,0.22115,0.195057,1.98839,1.37893,1.42006,2.65204,2.15743,1.7066,1.7251,1.07115,0.952225
"Gelse.v1.S005570.1",7.93204,7.3201,1.79864,19.6175,7.76212,0.536328,2.77176,0.209175,1.32749,19.3871,1.17937,18.5311,23.5797,13.6628,12.8012,13.8063,8.50271,9.98601
"Gelse.v1.S177140.4",7.0537,3.372,8.28157,8.24343,8.88809,11.1133,12.8439,13.9006,13.5269,10.3669,10.7418,11.8194,8.88946,11.8407,10.8206,8.28763,13.1288,11.154
"Gelse.v1.S140530.1",9.03545,6.63993,12.3266,7.16858,7.83906,10.0643,9.75776,7.69039,7.54061,9.60967,16.1674,14.5919,5.68401,4.46447,3.93955,8.45627,3.46869,7.19947
"Gelse.v1.S259410.1",2.84718,3.87664,4.75864,13.018,25.4726,8.48856,28.5352,23.3362,24.1808,11.7102,9.25089,10.8901,0.706901,0.111891,0.395999,0.386767,0.901613,0.384529
"Gelse.v1.S019140.1",0.176714,0.0634644,0.106299,1.72577,3.26672,5.96474,3.62945,6.68439,6.49569,0.505174,0.610491,0.17968,2.19546,2.34307,2.14512,1.3932,1.82744,1.55162
"Gelse.v1.S067090.1",70.2712,22.0755,65.3923,19.9323,11.7478,28.733,10.6337,9.68419,8.27055,30.1968,36.2667,29.9177,13.914,13.5635,4.75939,14.2397,13.6604,12.2519
"Gelse.v1.S269110.1",0,0,0,0,0,0,0,0,0,0,0,0,9.73774,0.742225,6.39272,20.1334,10.5074,28.6245
"Gelse.v1.S071840.1",9.97751,4.56749,11.2551,7.82142,6.10132,6.87012,8.6752300000000009,8.43742,8.7671500000000009,8.66249,10.7109,5.78308,3.14345,2.53174,2.18904,1.87465,2.35334,2.21629
"Gelse.v1.S200350.1",0,0,0,0,0,0,0,0,0,2.21498,1.39518,0.131942,0.694871,0.131733,0,0.610417,0.710399,0.302675
"Gelse.v1.S073750.1",54.8404,30.562,56.5112,43.1983,39.064,42.4603,40.8739,30.3415,27.6619,65.2565,60.9537,77.0777,59.0876,51.7306,35.312,59.8547,51.5751,49.3409
"Gelse.v1.S001040.2",8.62934,4.87523,8.46746,7.39557,7.46557,8.21196,8.75521,6.10338,7.19956,11.9881,12.0274,8.65464,10.3099,9.84048,9.76823,12.3403,10.9052,10.7863
"Gelse.v1.S019480.1",12.4243,4.52949,11.146,9.79937,10.3544,13.4442,12.2676,13.6858,13.6103,11.9791,13.1946,11.0465,9.81358,12.9714,3.79811,9.77396,13.4078,8.49476
"Gelse.v1.S191610.2",1.18368,2.07375,1.51898,2.64102,3.55679,6.61635,4.76973,8.61456,10.4759,6.11868,13.5984,4.94465,17.0774,25.142,22.1054,12.9416,28.5857,23.4456
"Gelse.v1.S168150.1",17.1513,7.8354,15.1283,12.5193,11.0207,13.4209,13.1659,13.0487,13.6531,20.5528,21.4253,16.6157,10.6339,11.0464,6.08107,9.16677,9.4482,7.35191
"Gelse.v1.S098660.9",7.42663,5.32819,15.2657,4.47402,4.8525,7.31543,1.49783,2.29361,2.35522,15.5254,15.4657,28.6542,15.3395,15.6175,10.6585,14.7458,16.721800000000002,14.1427
"Gelse.v1.S103920.1",17.516,19.3173,119.509,42.7115,56.772,28.2517,117.142,119.393,60.8715,315.382,193.811,711.493,0.248941,1.88993,3.13159,3.57805,6.99153,2.16291
"Gelse.v1.S012910.3",22.2317,18.1733,19.7924,23.8554,22.0744,27.7057,17.1734,14.6126,18.2502,33.0876,24.1267,29.9043,24.0255,21.1385,20.3993,21.9336,19.5076,18.9532
"Gelse.v1.S097710.3",14.189,17.136,17.8112,9.01835,7.81125,9.84262,12.5531,7.87649,8.44619,23.9516,21.2822,16.5947,15.7672,14.0535,13.7955,14.6067,14.3838,13.5173
"Gelse.v1.S206410.1",8.74589,1.9305,6.25552,4.26146,3.2455,9.31026,1.35716,2.52004,5.7799,6.72263,7.33079,3.4863,3.78227,7.14805,8.25474,10.8927,8.63715,17.3628
"Gelse.v1.S185660.1",0.437111,0.263121,0.792648,0.0905295,0.11048,0.155682,0.238138,0.126824,0.16184,1.91358,3.03205,2.22984,0.757926,0.845093,0.500645,0.337823,0.23755,0.203461
"Gelse.v1.S263400.1",0.0177249,0.0233357,0.0335009,0.0732493,0.146215,0.321135,1.08801,0.401153,0.31759,0.0150571,0,0.0141548,2.91671,4.20065,3.94183,2.64338,5.58063,4.21919
"Gelse.v1.S255000.2",54.2203,34.0308,54.2026,48.4139,41.3996,46.33,40.6837,34.3007,39.2967,61.9414,57.7621,56.3586,78.9747,75.4832,87.8211,78.0455,86.2638,86.3871
"Gelse.v1.S016910.1",0,0,0,0.0588952,0,0,0,0.369643,0,0.236916,0.195612,0.279084,13.331,11.4464,18.6717,31.5471,16.2877,24.6064
"Gelse.v1.S039230.1",0.758665,0.820611,2.03518,0.215085,0.263823,0.294016,0.128811,0.0591411,0.101731,2.26458,1.44907,2.75321,1.14355,1.37049,1.04315,1.14184,0.520951,0.553077
"Gelse.v1.S255420.1",16.4381,12.3821,16.9719,12.1248,11.9522,13.6193,11.5742,13.1122,10.3586,21.4436,17.5245,26.4041,20.4692,18.2749,13.8639,21.1588,20.1774,16.9877
"Gelse.v1.S123910.1",0,0,0,0.254193,0,0.0236487,2.81281,0.160485,0.147429,0,0,0,0,0,0,0,0,0
"Gelse.v1.S171930.1",16.2749,24.1235,14.0218,14.9436,14.2003,18.6728,14.2456,13.4726,12.5872,17.4073,15.2103,14.1306,17.4422,16.7877,14.7716,15.4061,15.2981,14.4716
"Gelse.v1.S161350.2",11.5737,8.08078,10.9273,12.7117,11.7322,9.87394,9.6857,8.5261,10.6383,13.8177,11.0262,10.156,11.2376,10.3717,10.4528,12.8892,11.3093,11.1559
"Gelse.v1.S036210.3",7.12218,8.69141,11.0744,7.61225,9.7206,11.4916,7.17038,9.13484,10.3267,11.6346,14.6361,10.2538,11.9155,15.0572,15.6357,13.3193,16.057,14.5904
"Gelse.v1.S057920.1",41.5889,41.7537,47.3934,38.5513,40.0015,37.5339,44.2081,30.0042,32.3834,25.369,20.8912,35.5793,13.9068,11.1605,14.5099,13.6724,9.13944,13.3219
"Gelse.v1.S163990.1",8.93575,3.44439,6.97875,13.6654,10.7733,13.4831,6.91471,12.0687,13.7608,9.71429,8.17953,7.07676,1.9365,2.65668,1.17407,2.23106,3.01341,1.4027
"Gelse.v1.S049270.1",103.664,214.995,252.23,175.394,282.851,353.931,303.707,755.927,581.008,328.192,367.874,294.776,859.236,835.966,1349.31,547.991,906.052,885.409
"Gelse.v1.S027260.1",43.8465,19.2909,48.6439,34.9933,32.0461,31.1635,35.227,42.452,37.061,47.8948,49.6421,40.1154,52.8998,50.2392,65.4389,51.9557,57.8535,51.2705
"Gelse.v1.S146510.1",54.232,30.7277,31.2673,98.6878,83.5071,125.341,94.8499,102.228,119.021,22.7761,64.2423,28.8316,43.0062,57.1512,61.7865,86.5999,67.481,82.328
"Gelse.v1.S066830.1",23.7298,21.5904,29.4479,9.50034,8.06428,4.23728,4.83595,4.9887,4.29579,35.0468,26.2974,40.2825,20.0665,18.4211,21.5475,28.0775,20.0795,24.8489
"Gelse.v1.S100580.1",43.5588,21.4652,44.5586,33.9779,35.1932,42.4275,42.6157,35.5616,42.5945,52.5747,56.9879,35.5502,47.0956,48.6751,36.6657,46.231,52.2572,46.3785
"Gelse.v1.S219810.2",2.41129,1.04287,1.64458,4.67138,0.952865,1.21076,0,0.252649,0.0798482,17.0286,11.8085,22.6367,5.9659,8.61542,5.36172,3.72049,2.38858,2.61117
"Gelse.v1.S232900.6",4.9062,4.36739,2.9251,9.13186,9.7591,13.923,9.25828,10.7756,8.59327,0.871739,1.60528,2.26745,0.110924,0.0283517,0,0.0272384,0,0
"Gelse.v1.S041470.1",1.22113,0.263948,2.89786,1.02335,1.86214,0.221988,0.482029,0.472837,0.811675,3.57465,5.21481,3.17628,1.34967,1.70959,1.60589,2.7043,1.57681,0.978324
"Gelse.v1.S247300.1",6.0616,3.69921,4.75208,12.4188,13.0564,20.7485,15.2433,36.3201,35.9978,7.21486,7.16693,4.70075,3.32965,2.74417,2.23497,1.68214,2.79484,1.41319
"Gelse.v1.S130160.6",18.4947,10.6992,20.3932,13.5057,11.9517,15.4176,14.3794,13.4573,14.3367,23.1226,21.1445,17.45,17.988,14.6071,13.19,15.0832,14.2046,13.4186
"Gelse.v1.S200180.1",15.915,8.2678,12.3907,15.5032,18.6385,17.2786,24.8752,14.8007,15.5048,33.1009,41.9794,39.2384,89.4935,121.597,65.2638,109.262,106.391,108.121
"Gelse.v1.S029280.1",0,0,0,0.183877,0,0,0,0,0,0.1784,0,0,0,0.338417,0,0.196824,0,0
"Gelse.v1.S062630.1",0,0,0.134159,0,0.0177237,0,0,0.0412289,0,0.0401683,0,0,4.00917,1.14638,2.30804,7.97805,2.76513,8.8588
"Gelse.v1.S241120.1",73.4494,43.1643,45.4267,108.054,78.3447,96.4093,116.458,128.621,92.2777,31.758,24.3173,27.394,28.8365,14.4193,5.99125,20.3874,8.82529,5.74066
"Gelse.v1.S222190.1",0.744143,0.505193,1.09902,2.53411,0.884939,1.27504,0,0,0,9.57207,4.26656,4.62338,5.70196,3.98952,5.48103,5.19772,3.07396,6.397
"Gelse.v1.S234420.1",47.1472,19.3853,49.7472,19.3604,13.9429,11.8499,11.0527,8.97804,9.4725,67.8239,65.1491,77.4726,43.7692,45.7846,31.6866,43.1951,34.2629,39.2655
"Gelse.v1.S126630.1",0,0,0,0,0.375347,0,0,0,0,0,0.239409,0,0,0,0,0,0.275298,0
"Gelse.v1.S059660.1",9.78013,9.78345,10.7081,8.94444,8.05572,6.42738,5.71975,4.12062,5.21689,15.1807,13.2855,14.064,13.5436,11.8903,13.3853,15.0483,12.0343,12.4479
"Gelse.v1.S263650.1",2.53813,1.14329,0.824553,7.08698,4.5955,3.03178,0,4.4232,4.66466,6.62263,3.10043,0,1.54737,3.68658,1.2342,4.09015,2.81994,0.81684
"Gelse.v1.S015410.1",2.50175,1.27264,2.68072,2.34671,2.15746,2.24539,2.85326,3.23907,3.19722,2.76555,2.60971,2.83505,2.38813,2.70613,4.7453,1.97738,2.82401,2.38113
"Gelse.v1.S118490.3",19.5297,8.44293,20.4292,15.5388,16.7976,15.866,18.8534,14.0126,19.548,14.0983,20.7854,10.8878,2.44707,3.0671,1.29966,2.24541,3.68718,2.71577
"Gelse.v1.S044820.1",5.84607,3.94029,3.40427,6.22173,1.69291,0.920842,0.111862,0.129812,0.0797415,33.3317,15.183,30.234,14.8412,9.97223,11.0779,11.7772,5.39257,10.3814
"Gelse.v1.S250070.1",0.0528766,0,0,0,0,0,0,0,0,0.7116,0.195255,0.041876,0.272794,0.130228,0.341846,0.244149,0.0571798,0.293618
"Gelse.v1.S069750.1",0.0590091,0.155139,0,2.68638,4.07682,4.42865,4.92499,6.5489,7.94169,0.0249807,0.0819242,0.234954,12.6296,17.401,21.2558,10.3625,20.0859,18.338
"Gelse.v1.S196840.1",141.186,57.6047,120.702,74.2651,89.2143,83.5993,109.093,88.3604,63.0128,76.9637,109.958,60.307,26.6293,36.4833,28.2161,11.4739,26.862,29.9583
"Gelse.v1.S148400.1",2.63499,3.21214,0.712845,1.59754,1.09391,0.348465,0.347448,2.66678,1.59792,2.48846,2.52392,0.608387,1.24991,2.37897,4.24854,3.14906,2.76478,1.68181
"Gelse.v1.S100820.1",0.134007,0.105731,0.151755,0.776185,1.68306,2.3249,2.92017,3.1961,5.30933,0.158965,0.173693,0.0213566,0.0934013,0.200957,0.0584005,0.049841,0.0876526,0
"Gelse.v1.S167170.1",0.392797,1.6977,0.887748,0.112914,1.79342,3.02148,0.016134,0.163526,0.153045,0.565903,0.300722,0.341011,1.71963,1.85991,0.560516,2.35632,1.02706,1.23266
"Gelse.v1.S048700.1",0,0.0936033,0,0,0.0425563,0,0,0,0,0.0482382,0,0,0,0,0,0,0,0
"Gelse.v1.S209710.1",2.20876,0.8391,1.61145,2.27559,2.39223,3.08912,2.13263,2.16995,3.6074,1.46049,3.7264,1.96545,2.69438,3.81391,4.25521,3.09019,5.02133,3.79138
"Gelse.v1.S271590.1",17.265,16.8987,28.0748,7.90789,8.17974,9.29407,8.94482,7.51336,3.40984,16.7962,21.583,29.2373,2.14381,3.35774,1.03018,1.92917,3.07931,2.68454
"Gelse.v1.S251520.1",2.95765,2.69385,1.48511,1.61663,1.80519,1.77087,0.586076,1.08647,0.91996,4.43692,2.91399,3.82677,8.74546,10.5098,6.54235,8.57746,10.2634,8.23679
"Gelse.v1.S010520.1",91.4089,70.2775,112.498,70.8179,67.5054,68.5573,48.6761,42.0812,45.0671,90.9904,90.8715,95.9915,101.672,73.23,84.8406,124.152,79.6215,97.904
"Gelse.v1.S242460.1",10.126,9.81092,12.231,3.39452,4.48043,11.3555,1.26643,6.50688,0.586681,8.44764,14.2556,10.807,8.04371,7.10421,6.67056,10.731,7.94353,9.83603
"Gelse.v1.S110320.1",23.6251,11.6852,11.656,31.9517,28.6146,46.2905,35.3403,21.9167,22.899,1.07102,2.27442,0.817035,0.145782,0.4539,0.075814,0.21736,0.415453,0.145983
"Gelse.v1.S119100.1",3.60577,3.1533,10.4284,0.690673,1.15727,0.332228,0.279404,0.207511,0.106227,16.1715,14.1488,11.5322,22.1641,21.8598,23.4113,21.6506,15.4491,18.019
"Gelse.v1.S234450.1",5.40787,8.19791,5.10213,6.99979,5.13119,4.84464,3.07539,2.52266,4.04201,8.82613,9.48829,8.97824,13.8721,13.6559,9.6795,11.9175,13.428,10.5906
"Gelse.v1.S203140.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146494,0,0
"Gelse.v1.S150350.1",22.3943,52.7005,23.0878,40.4272,48.665,50.3269,20.9465,13.1553,23.6934,4.13529,1.71675,2.99976,62.3806,74.8289,48.9217,36.0935,90.4148,28.1093
"Gelse.v1.S020200.1",36.9048,36.6411,42.7123,38.2353,39.5789,42.5434,49.3223,45.5664,48.4829,45.9221,47.7957,39.3688,51.0973,51.6927,50.1009,45.4776,56.726,45.4397
"Gelse.v1.S165620.1",38.9327,31.8246,40.9963,41.131,43.4419,41.4049,28.3822,37.0461,40.6158,52.7044,57.0445,42.9022,60.139,64.1761,69.8875,52.1967,65.8885,67.8585
"Gelse.v1.S199690.1",2.03836,4.62046,1.03853,7.94022,9.05206,9.98578,17.3746,12.8678,14.5139,1.23468,1.10052,0.905907,1.41181,1.36558,0.956378,0.875621,0.561938,0.581384
"Gelse.v1.S039020.2",0.0674524,0,0.0635866,0,0,0,0,0,0,0.313732,0.686433,0.67075,0.146399,0,0.0488494,0.0939034,0,0.251417
"Gelse.v1.S198750.1",15.5194,16.4429,13.3405,16.7168,9.05538,7.17597,3.46437,4.54721,4.21853,11.0415,4.58015,4.81571,19.2599,31.112,45.5935,27.4126,40.9165,38.0184
"Gelse.v1.S092040.3",1.32062,0.888619,2.99952,1.0792,0.312543,0.359752,0,0.074972,0.0386374,8.70263,4.91035,24.6088,2.80672,2.08363,1.71899,2.22305,0.72262,1.42768
"Gelse.v1.S042170.1",65.8519,53.2302,56.542,67.263,64.3176,71.5459,94.7555,76.0031,87.5993,52.1264,54.5232,50.5405,25.4695,28.9314,20.9233,17.9126,25.1441,19.3672
"Gelse.v1.S238560.1",64.2436,106.035,65.2207,68.828,68.0758,62.9535,43.5268,34.8232,38.7457,78.1956,62.6698,81.3249,84.0831,59.1266,77.083,104.731,61.0884,82.0164
"Gelse.v1.S280040.1",0,0,0,0,0,0,0,0,0,1.18347e-4,0,0,0,2.65089e-5,0,0,0,0
"Gelse.v1.S144620.1",19.1058,31.2729,21.865,25.2597,66.0517,52.6134,22.2516,11.0675,10.1527,13.0284,9.47477,6.15367,80.1992,119.197,102.281,113.349,154.199,106.2
"Gelse.v1.S256080.2",29.2332,11.6888,37.0163,4.50306,3.93514,2.57626,2.07897,3.06087,2.49091,27.8711,20.635,17.1685,16.4751,12.2513,11.2401,18.4428,7.61113,13.8653
"Gelse.v1.S028330.1",0.0567578,0,0,0,0,0,0,0,0.24923,0,0.0525885,0,0,0,0,0,0,0
"Gelse.v1.S148100.1",0.242507,0.125435,1.04772,0.114529,0.0779515,0.11958,0,0.135704,0.108649,2.11917,0.947126,6.03177,0.0303297,0.188619,0.126324,0.0161473,0.0946952,0.048707
"Gelse.v1.S235640.1",244.725,215.267,51.218,260.858,284.895,51.7223,2.2383,12.4969,41.4347,2.01275,2.63617,2.59436,0.432184,10.875,0.406523,0.232651,0.340353,0.349442
"Gelse.v1.S270870.1",16.9201,11.6179,17.3161,12.755,12.0214,13.7249,14.8952,11.3418,11.0933,18.3096,18.8722,19.0111,20.0053,19.6758,11.064,19.4561,20.0509,17.7174
"Gelse.v1.S152610.2",14.7221,33.5279,19.0255,13.1806,12.1515,17.3988,13.5242,12.1096,11.914,29.1228,25.5,32.5007,29.2471,29.3278,32.8917,25.733,36.0484,30.6005
"Gelse.v1.S001980.1",27.9396,10.8487,27.534,18.1857,15.9781,17.2894,16.6319,16.0897,18.2508,39.6318,42.8334,25.1859,22.9738,27.8256,14.6703,22.7019,27.3035,24.2586
"Gelse.v1.S192690.1",4.96686,1.70292,7.89913,2.5008,2.86925,2.76277,2.75819,3.56785,3.73874,7.80364,8.31422,5.96062,7.04358,5.78238,4.05434,8.03352,6.32777,6.5553
"Gelse.v1.S069380.1",37.2398,13.7799,36.7904,25.3042,25.2214,31.8446,31.0889,23.1277,25.2808,43.7307,53.2572,33.7743,29.9931,34.159,26.4006,29.7333,37.9033,30.8974
"Gelse.v1.S192440.1",8.93022,4.97704,9.65249,5.00162,3.69359,3.24701,2.88272,1.64527,2.36171,11.7266,10.558,12.7687,8.74412,6.91361,6.63897,11.2827,6.37022,7.59004
"Gelse.v1.S087840.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4046400000000001
"Gelse.v1.S066100.1",0,0.271449,0,0,0,0,0,0,0,0.0387557,0,0.0729527,0.43644,0.189496,0.265054,0.340323,0.249181,1.19464
"Gelse.v1.S288460.1",0.0981289,0,0.0170602,0.0542227,0.0546836,0.106191,0,0.057507,0.30892,0,0.00713564,0,0,0,0,0,0,0
"Gelse.v1.S246560.1",79.8382,47.9711,52.9814,73.5503,71.0407,73.681,52.9554,76.1748,95.5405,77.7036,70.3032,51.8449,57.2055,44.0385,26.4719,44.0454,46.2269,39.3024
"Gelse.v1.S053200.1",1.58517,1.1129,0.912759,0.822564,0.622644,0.415345,0.100939,0.0935464,0.191792,2.54965,3.60674,2.65469,6.31988,1.49964,5.60057,7.01976,8.34732,10.5658
"Gelse.v1.S149890.1",0,4.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gelse.v1.S048480.1",0.106553,0,0.46862,0,0,0.0607472,0,0,0,0.120084,0,0.480132,0.338878,0.058889,0.436944,0.461272,0.0386154,0.297679
"Gelse.v1.S201680.1",0,0,0,0,0,0,0,0,0,0.906944,0.432786,0.492597,0,0.370155,0,0.713262,0,0.283267
"Gelse.v1.S083230.1",73.2009,44.6967,75.9511,60.0745,52.4731,48.5305,48.1692,30.8899,37.2886,79.6159,68.9094,61.4404,82.906,68.3571,67.6948,94.8901,65.3134,74.7727
"Gelse.v1.S103150.1",6.43378,2.73561,8.54487,2.87553,2.55215,2.84598,3.61228,2.80884,2.8743,6.89311,7.69166,5.89543,4.08944,4.08811,2.87171,5.32962,4.45258,4.63196
"Gelse.v1.S259050.1",3.16454,1.53243,1.14975,5.13733,9.65385,11.626,8.44043,6.04043,12.925,1.0282,2.98263,0.248423,0.0539801,0,0.074964,0.0935838,0.110718,0
"Gelse.v1.S092590.1",24.9189,14.2987,28.4252,21.9756,23.6792,25.6655,26.0983,23.4514,26.7653,44.8908,41.1275,48.7174,43.0997,43.7485,34.9895,43.3359,40.7742,42.4041
"Gelse.v1.S024750.5",1.81034,1.51631,1.4184,15.4833,35.3172,29.6707,107.052,142.3,117.705,8.16937,15.8361,14.9428,69.6588,122.007,143.059,57.1555,156.19,118.78
"Gelse.v1.S055220.1",0.852811,2.08391,1.38269,0.197763,0.279821,0.379498,0.159513,0.386001,0.121372,4.78821,3.40821,9.90419,3.13859,3.31133,3.30985,2.2476,0.779178,0.953479
"Gelse.v1.S061180.1",45.9684,123.957,25.6988,191.825,372.893,260.797,26.9577,95.1819,227.258,1.26712,1.64656,1.42979,2.53555,3.40314,1.06408,0.934614,0,0
"Gelse.v1.S043600.3",13.4341,5.66833,14.6845,10.1473,8.47641,10.6095,10.0078,10.2574,10.6834,11.0166,12.3595,10.3321,8.99329,9.51395,6.33928,8.65342,9.31799,8.69966
"Gelse.v1.S154480.1",0,0,0.0535478,0,0,0,0,0,0,0.0478953,0,0,0,0,0,0,0,0
"Gelse.v1.S055720.2",17.5124,16.3235,15.762,8.28123,3.35077,4.6477,1.8766,1.97553,2.07904,11.1009,9.597,15.8108,0.805225,1.09398,0.219045,2.10707,0.749772,1.17483
"Gelse.v1.S264280.1",20.9456,18.0051,79.151,14.4073,33.6001,54.113,9.24026,69.126,52.005,114.936,72.7002,252.159,730.926,1133.27,315.954,200.517,326.674,91.3433
"Gelse.v1.S181480.1",0,0,0.475563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gelse.v1.S122550.1",0,0,0.331141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gelse.v1.S108910.1",0.98152,14.2844,23.8426,0.363289,6.046,81.9653,0.728248,1.79866,1.75244,5.18834,24.4659,38.1887,0.7655,5.2535,0.319067,0.696668,1.29566,1.03786
"Gelse.v1.S166930.1",28.9353,25.0684,11.9468,32.253,60.9757,61.144,1.42515,5.63236,12.7878,1.1538,0.920021,0.315999,1.65109,2.81747,0,0.727701,0.422998,2.69974
"Gelse.v1.S093900.1",0.149848,0.177618,0.439178,0.0619048,0.0562404,0.15535,0.0425224,0.234791,0.241936,2.29307,1.20848,5.35261,0.69613100000000006,1.14372,0.754785,0.628987,1.08211,0.646617
"Gelse.v1.S261400.1",8.08086,6.47482,10.9958,5.01213,6.83968,7.75954,6.86135,7.56303,8.28115,11.9316,12.2768,11.0164,11.603,12.9128,12.1543,12.2967,11.5199,10.3835
"Gelse.v1.S219080.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.632504,0,0,0,0
"Gelse.v1.S196010.1",7.10128,9.59842,6.04581,22.9135,3.45688,11.2032,0,0,0.820531,84.7831,67.405,38.9222,16.5485,34.3701,38.9514,7.70559,9.94117,11.1223
"Gelse.v1.S187000.1",19.7633,11.7471,23.9172,21.3039,27.2474,37.6435,31.8508,33.8921,33.5081,31.4124,36.3144,20.5226,23.2253,26.5486,30.3118,23.1817,25.9818,27.5326
"Gelse.v1.S139520.1",12.9027,11.4788,14.4064,10.0223,9.55459,10.0099,7.06161,9.56364,7.13807,22.554,28.0478,24.2999,18.254,19.598,19.344,19.4424,18.2387,19.323
"Gelse.v1.S184080.1",148.057,60.4476,47.045,297.663,209.59,241.526,260.371,215.766,240.429,57.8524,46.1859,70.9665,114.98,81.6795,78.7176,69.626,62.2275,59.2953
"Gelse.v1.S057690.1",295.862,144.608,316.481,399.157,295.825,463.181,347.471,428.374,333.913,1382.16,842.088,1271.65,1638.49,1215.58,1031.04,1488.73,1104.39,802.73
"Gelse.v1.S001270.1",130.527,99.3284,135.008,132.085,135.818,170.619,119.54,122.602,117.315,135.515,123.039,203.98,227.531,288.736,259.782,243.636,283.909,271.413
"Gelse.v1.S161980.3",12.975,8.88701,14.0143,9.84799,8.93857,12.1894,7.6453,7.14288,8.24884,12.7412,12.7324,11.7012,14.2013,12.0124,7.7738,15.0151,11.8495,12.425
"Gelse.v1.S199280.2",4.3395,2.50807,3.56105,7.93034,8.44737,11.286,8.49736,3.41087,5.10394,1.07087,1.54434,1.0488,0.363846,0.397116,0.211569,0.172344,1.24125,0.0989414
"Gelse.v1.S111470.1",0,0.0583675,0.293081,0.0742804,0.199061,1.21875,1.24159,2.05522,0.709861,4.16344,1.35666,6.36424,4.34061,0.697204,1.25082,0.617557,0.482345,0.495568
"Gelse.v1.S008700.1",2.30458,2.65799,1.42781,0.214439,0.555905,0.315072,0,0,0,1.05573,2.93058,35.9856,0,0,0.0893311,0.580677,0,0.462464
